headline;type;date;section;author;authorInfo;location;url
'Born to run' y las biografías más apasionantes de la historia del rock;news;12/10/2016;creacion_cultural;Patricia Godes;;;eldiario.es/cultura/musica/Born-to-run-nuevo-sol-Bruce-Springsteen_0_566943456.html
Más allá de la ducha: siete escenas para admirar el genio de Hitchcock;news;12/10/2016;creacion_cultural;Francesc Miró;;;eldiario.es/cultura/arte/ducha-escenas-admirar-genio-Hitchcock_0_567993406.html
"""Colossal es una mezcla de cosas que he vivido y cosas que no quiero vivir""";news;12/10/2016;creacion_cultural;John Tones;;;eldiario.es/cultura/cine/nacho_vigalondo-entrevista-colossal_0_568343476.html
"""El rap no se muere todavía, aunque muchos crean que sí""";news;11/10/2016;creacion_cultural;David Sarabia,David Conde;;;eldiario.es/cultura/entrevistas/rap-muere-todavia-crean_0_564494168.html
Del sonido 'Stranger Things' al insomnio de Kate Tempest;news;10/10/2016;creacion_cultural;Luis J. Menéndez;;;eldiario.es/cultura/musica/discos_de_la_semana-stranger_things-kate_tempest_0_567293424.html
Estos son los sospechosos habituales del Nobel de Literatura;news;10/10/2016;creacion_cultural;Mónica Zas Marcos,Marta Peirano;;;eldiario.es/cultura/libros/Sospechosos-habituales-Nobel-Literatura_0_567993497.html
'Un monstruo viene a verme' y el secreto del fenómeno con fundamento;news;07/10/2016;creacion_cultural;Francesc Miró;;;eldiario.es/cultura/cine/monstruo-viene-verme-Bayona_0_566593603.html
De cucarachas gigantes a fetos malignos: lo esencial de Sitges 2016;news;06/10/2016;creacion_cultural;John Tones;;;eldiario.es/cultura/cine/festival-sitges-cine-2016_0_566593834.html
Kraftwerk y su cápsula temporal;news;06/10/2016;creacion_cultural;J.M. Costa;;;eldiario.es/cultura/musica/kraftwerk-conciertos-bilbao_0_566593472.html
"""No quiero que nadie se quede sin ir al Teatro Español por problemas económicos o sociales""";news;05/10/2016;creacion_cultural;Francesc Miró;;;eldiario.es/cultura/teatro/Teatro-Espanol-problemas-economicos-sociales_0_566243637.html
"""Los creacionistas se pierden lo más fascinante de nuestra realidad""";news;04/10/2016;creacion_cultural;Francesc Miró;;;eldiario.es/cultura/entrevistas/Siento-creacionismo-pierden-fascinante-realidad_0_565893496.html
Elena Ferrante y el derecho a ser invisible;news;04/10/2016;creacion_cultural;Mónica Zas Marcos;;;eldiario.es/cultura/libros/Elena-Ferrante-derecho-anonima_0_565893560.html
La misteriosa identidad de Elena Ferrante, desvelada;news;04/10/2016;creacion_cultural;AGENCIAS;;;eldiario.es/cultura/libros/elena_ferrante_anita_raja_0_565893622.html
Nuevas canciones de viejos conocidos: seis discos para encarar la semana;news;03/10/2016;creacion_cultural;Luis J. Menéndez;;;eldiario.es/cultura/musica/Bon_Iver-Bruce_Springsteen-Danny_Brown-Pixies-Sidonie-Van_Morrison_0_564843821.html
La voz femenina de Calle 13 deja los coros y se pasa al bolero combativo;news;03/10/2016;creacion_cultural;Mónica Zas Marcos;;;eldiario.es/cultura/musica/iLe-voz-femenina-Calle-13-bolero_0_565543563.html
Nos vemos en la Plaza del Muelle;news;03/10/2016;creacion_cultural;David Sarabia;;;eldiario.es/cultura/politicas_culturales/bautizo-calle-Muelle-octubre_0_565543617.html
'Animal Collective', cien pasos para entender el cómic europeo de vanguardia;news;02/10/2016;creacion_cultural;Francesc Miró;;;eldiario.es/cultura/comics/Animal-Collective-recorrer-europeo-vanguardia_0_564493824.html
Superegos, arte contemporáneo y el parque del Retiro;news;01/10/2016;creacion_cultural;J.M. Costa;;;eldiario.es/cultura/arte/Super-egos-arte-contemporaneo-parque-Retiro_0_564493709.html
Jonás Trueba: ni imitador de la 'nouvelle vague' ni hijo de papá;news;01/10/2016;creacion_cultural;Mónica Zas Marcos;;;eldiario.es/cultura/cine/imitador-nouvelle-vague-conquista-Jonas-Trueba_0_564143824.html
Cine de ciencia ficción contra el inmovilismo de las salas españolas;news;30/09/2016;creacion_cultural;Francesc Miró;;;eldiario.es/cultura/cine/ciencia-ficcion-inmovilismo-salas-espanolas_0_563793747.html
"""Hollywood intentó destruirme pero sigo haciendo las películas que quiero""";news;29/09/2016;creacion_cultural;Francesc Miró;;;eldiario.es/cultura/cine/Hollywood-intentado-destruirme-sigo_0_564143959.html
"""Hay que tener cuidado con los teatros públicos que son más afines al poder""";news;28/09/2016;creacion_cultural;Mónica Zas Marcos,Alejandro Navarro Bustamante;;;eldiario.es/cultura/entrevistas/Pedro-Casablanc-teatros-publicos-afines-poder_0_563794319.html
'Elle', manual de pasiones;news;27/09/2016;creacion_cultural;Rubén Lardín;;;eldiario.es/cultura/cine/Elle-manual-pasiones_0_563443914.html
"""La novela gráfica debería llamarse cómic de autor""";news;26/09/2016;creacion_cultural;Francesc Miró;;;eldiario.es/cultura/comics/novela-grafica-Juanjo-Saez-comic_0_563093810.html
Una portada llena de secretos: la historia de 'El Círculo' de Kase.O;news;25/09/2016;creacion_cultural;David Sarabia,Raúl Sánchez;;;eldiario.es/cultura/entrevistas/portada-secretos-historia-Circulo-KaseO_0_562044622.html
El arte y su negación;news;25/09/2016;creacion_cultural;J.M. Costa;;;eldiario.es/cultura/arte/arte-negacion_0_562043987.html
Moderna de Pueblo y muchos más quieren que Tino Casal lo vuelva a petar;news;24/09/2016;creacion_cultural;Mónica Zas Marcos;;;eldiario.es/cultura/fenomenos/Moderna-Pueblo-Tino_Casal-petar_0_560994187.html
'Henry: retrato de un asesino', 30 años asomándonos al abismo;news;23/09/2016;creacion_cultural;John Tones;;;eldiario.es/cultura/cine/Henry-retrato-asesino-cine-terror_0_558894507.html
"""Se acabó el superhéroe, Kase.O mete la pata, sufre y llora""";news;23/09/2016;creacion_cultural;David Sarabia;;;eldiario.es/cultura/entrevistas/acabo-superheroe-KaseO-sufre-llora_0_562043949.html
"""A los hombres no se les anima a hablar como víctimas de violación""";news;20/09/2016;creacion_cultural;Mónica Zas Marcos;;;eldiario.es/cultura/libros/Tortura-literaria-maltrado-vida-adulta-Hanya-Yanagihara_0_560994093.html
'Querido lector, no lea': La escritura expandida de Ulises Carrión;news;20/09/2016;creacion_cultural;María Salgado;;;eldiario.es/cultura/Querido-escritura-expandida-Ulises-Carrion_0_560993994.html
Una canción para Sonia;news;19/09/2016;creacion_cultural;Eva Amaral;;y otros 35 DJs del Tupper;eldiario.es/cultura/Sonia-Amo-Amaral-homenaje-Tupperware_0_560644302.html
"""Ahora es 'indie' todo el que toca en festivales""";news;14/09/2016;creacion_cultural;Pedro Serrano Solana;;;eldiario.es/cultura/entrevistas/Ariel-Rot-desconectar-agrede-constantemente_0_558545238.html
La directiva de propiedad intelectual de la Comisión Europea se parece mucho al canon AEDE;news;14/09/2016;creacion_cultural;eldiarioes cultura;;;eldiario.es/cultura/propiedad-intelectual/Comision-Europea-propiedad-intelectual-AEDE_0_558894844.html
"""Sin creatividad estamos jodidos""";news;13/09/2016;creacion_cultural;Francesc Miró;;;eldiario.es/cultura/libros/Colo-creatividad-jodidos_0_558194387.html
'Gernika', una historia olvidada para el cine español;news;06/09/2016;creacion_cultural;Francesc Miró;;;eldiario.es/cultura/cine/Gernika-historia-olvidada-cine-espanol_0_556094509.html
Los hijos de Napster empiezan a devorarse a sí mismos;news;25/08/2016;creacion_cultural;Marta Peirano;;;eldiario.es/cultura/musica/Universal-corta-exclusivas-servicios-streaming_0_551545413.html
Louise Dahl Wolfe, la fotógrafa que convirtió maniquís en mujeres de verdad;news;02/08/2016;creacion_cultural;Mónica Zas Marcos;;;eldiario.es/cultura/arte/Louise-Dahl-Wolfe-fotografa-mujeres_0_543845938.html
"Decenas de jóvenes siguen saliendo a la calle los viernes por el clima: ""Nosotros votaremos a quien se haga cargo del planeta""";news;05/04/2019;medio_ambiente;Belén Remacha;;;eldiario.es/sociedad/Fridays-future-madrid-continua-viernes_0_885412425.html
Energía comunitaria: el as debajo de la manga para la descarbonización ;opinion;03/04/2019;medio_ambiente;Héctor de Prado;Responsable del área de Clima y Energía de la asociación ecologista Amigos de la Tierra;;eldiario.es/tribunaabierta/Energia-comunitaria-debajo-manga-descarbonizacion_6_884421570.html
La agricultura en el siglo XXI: ¿verdugo, víctima o nodriza?;opinion;03/04/2019;medio_ambiente;César Fernández-Quintanilla,Fernando Valladares;;;eldiario.es/cienciacritica/agricultura-XXI-verdugo-victima-nodriza_6_884071603.html
Familias por un futuro seguro, justo y limpio;opinion;03/04/2019;medio_ambiente;34 plataformas de 16 países;;;eldiario.es/tribunaabierta/Familias-futuro-seguro-justo-limpio_6_884421575.html
Las emisiones de gases de efecto invernadero de los aviones europeos no aterrizan: subieron otro 4,9% en 2018;news;01/04/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/emisiones-gases-efecto-invernadero-europa_0_884012314.html
Chalecos rurales y verdes;opinion;01/04/2019;medio_ambiente;Ángel Calle Collado;;;eldiario.es/ultima-llamada/Chalecos-rurales-verdes_6_883721634.html
La destrucción del planeta es un crimen que debería ser castigado;news;01/04/2019;medio_ambiente;George Monbiot;;;eldiario.es/theguardian/destruccion-planeta-crimen-deberia-castigado_0_884012026.html
Pasan los años, pero la respuesta ante los vertidos de petróleo sigue siendo la equivocada;news;31/03/2019;medio_ambiente;Riki Ott / Jack Siddoway;;;eldiario.es/theguardian/desastre-Exxon-Valdez-respuesta-equivocada_0_882612701.html
La abogada que ganó en los tribunales al Gobierno holandés por no hacer suficiente contra el cambio climático;news;29/03/2019;medio_ambiente;Laura Rodríguez;;;eldiario.es/ballenablanca/transicion_energetica/tribunales-Gobierno-holandes-suficiente-climatico_0_882961732.html
El cerdo vietnamita, prohibido como mascota por el daño que causa la expansión incontrolada de ejemplares sueltos;news;29/03/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Gobierno-invasora-vietnamita-expansion-incontrolada_0_882612590.html
"Madres que se suman al '15M verde': ""El cambio climático está influyendo en la salud de nuestros hijos""";news;28/03/2019;medio_ambiente;Elena Couceiro;;;eldiario.es/nidos/Madres-clima_0_882611944.html
Los expertos del cambio climático usan un lenguaje demasiado flojo para la magnitud de la amenaza;news;28/03/2019;medio_ambiente;Teguayco Pinto;;;eldiario.es/sociedad/cambio_climatico-IPCC-ciencia_0_882611899.html
"El 'monstruo' de las toallitas cuesta 120 millones al año en España: ""Algunas marcas las venden como desechables, pero no lo son""";news;27/03/2019;medio_ambiente;Carlos Navarro Castelló;;Valencia;eldiario.es/cv/monstruo-toallitas-Espana-etiquetado-biodegradable_0_882262711.html
Nuestra vida cotidiana es una fábrica incesante de desechos de plástico que acaban como basura en el mar;news;27/03/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Coto-cotidiana-incesante-deshechos-plasticos_0_882262453.html
El Parlamento Europeo respalda la reducción en un 37,5% de las emisiones de los coches nuevos para 2030;news;27/03/2019;medio_ambiente;Andrés Gil;;;eldiario.es/sociedad/Parlamento-Europeo-respalda-emisiones-reduzcan_0_882262749.html
Platos, cubiertos, pajitas y bastoncillos tienen los días contados: la Eurocámara aprueba prohibir los plásticos de un solo uso a partir de 2021;news;27/03/2019;medio_ambiente;Andrés Gil;;Corresponsal en Bruselas;eldiario.es/sociedad/Platos-cubiertos-bastoncillos-Eurocamara-plasticos_0_882262522.html
"Antonio Muñoz Molina: ""La izquierda española siempre fue muy despectiva con el ecologismo, que consideraba burgués""";news;26/03/2019;medio_ambiente;Miguel Ángel Villena;;;eldiario.es/cultura/libros/Antonio-Munoz-Molina-despectiva-ecologismo_0_881912115.html
El cambio climático ya afecta a 32 millones de españoles con años más cálidos, veranos prolongados y olas de calor;news;26/03/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/cambio-climatico-efectos-millones-espanoles_0_881562646.html
Esta camiseta está hecha con madera;news;25/03/2019;medio_ambiente;Clemente Álvarez;;;eldiario.es/ballenablanca/economia/camiseta-hecha-madera_0_881562657.html
Movilizaciones estudiantiles y nuevos horizontes de transición ecosocial;opinion;25/03/2019;medio_ambiente;Rubén Gutiérrez Cabrera;;;eldiario.es/ultima-llamada/Movilizaciones-estudiantiles-horizontes-transicion-ecosocial_6_880571963.html
Los grifos de Londres se secarán en 25 años;opinion;23/03/2019;medio_ambiente;José Luis Gallego;;;eldiario.es/zonacritica/grifos-Londres-secaran-anos_6_880571946.html
València, desbordada por el 'monstruo' de las toallitas: pide 6 millones a Europa para desatascar su colector más importante;news;22/03/2019;medio_ambiente;Carlos Navarro Castelló;;;eldiario.es/cv/Valencia-Banco-Europeo-desatascar-toallitas_0_880512232.html
Estas chanclas son un aviso de la gravedad del cambio climático;news;22/03/2019;medio_ambiente;Sara Acosta;;;eldiario.es/ballenablanca/365_dias/ver-chanclas-cambio-climatico_0_880162989.html
La leyenda del trovador motero que aúlla a los lobos y lucha contra la España vacía;news;22/03/2019;medio_ambiente;Mónica Zas Marcos;;;eldiario.es/cultura/cine/Zaniki-trovador-motero-Espana-vacia_0_880512066.html
Primer viernes tras el '15M verde': los jóvenes se concentran para que la lucha contra el cambio climático no se apague;news;22/03/2019;medio_ambiente;Belén Remacha;;;eldiario.es/sociedad/jovenes-comienzan-movilizaciones-semanales-huelga_0_880512481.html
Nueve toneladas de toallitas vertidas en Nerja y 16 cargos públicos investigados revelan la crítica situación de la costa de Málaga;news;21/03/2019;medio_ambiente;eldiario.es ;;;eldiario.es/andalucia/toneladas-toallitas-Nerja-investigados-Malaga_0_880162967.html
El expolio de los acuíferos no cesa: las inspecciones detectan el mismo volumen de pozos ilegales que hace 15 años;news;21/03/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/robo-agua_0_880162651.html
El Parlamento europeo pide a España que paralice el almacén de gas en Doñana;news;21/03/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Parlamento-europeo-detenga-almacen-Donana_0_880162174.html
La respuesta verde a la juventud por el clima;opinion;20/03/2019;medio_ambiente;Florent Marcellesi;Eurodiputado en el grupo Verdes/ALE y candidato de EQUO en las elecciones europeas;;eldiario.es/euroblog/respuesta-verde-juventud-clima_6_879872039.html
La segunda pista del aeropuerto de Alicante-Elche, que AENA insiste en construir, amenaza el humedal protegido de Aguamarga;news;20/03/2019;medio_ambiente;Emilio J. Martínez;;;eldiario.es/cv/aeropuerto-Alicante-Elche-AENA-construir-Aguamarga_0_879812923.html
Pelea científica por el 'apocalipsis' de los insectos;news;20/03/2019;medio_ambiente;Clemente Álvarez;;;eldiario.es/ballenablanca/biodiversidad/Investigadores-finlandeses-matizan-apocalipsis-insectos_0_879812166.html
España cierra un invierno muy seco y con temperaturas muy altas que la acercan más a los climas desérticos;news;20/03/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Espana-inverno-calido-propio-climas_0_879812287.html
España prepara un plan urgente contra la desaparición de abejas aunque no prevé la prohibición de insecticidas dañinos;news;19/03/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Espana-prepara-urgencia-desparicion-insectividas_0_879462287.html
"""Ahora mismo circula más agua por el trasvase Tajo-Segura que por el propio río Tajo""";news;19/03/2019;medio_ambiente;Clemente Álvarez;;;eldiario.es/ballenablanca/biodiversidad/Ahora-circula-trasvase-Tajo-Segura-Tajo_0_879462085.html
Ninguna restricción protege el golfo de Bizkaia ante el uso del combustible tan dañino como el de la última marea negra;news;18/03/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/buques-transitan-Bizkaia-pueden-combustible_0_879112700.html
La llamada de los jóvenes para salvar la tierra;opinion;18/03/2019;medio_ambiente;Baltasar Garzón;Jurista. Promotor de Actúa. Presidente de FIBGAR;;eldiario.es/tribunaabierta/llamada-jovenes-salvar-tierra_6_878472154.html
"Castilla-La Mancha denuncia en Bruselas una ""insostenible"" gestión del Tajo tras anular el Supremo el Plan Hidrológico";news;18/03/2019;medio_ambiente;Alicia Avilés Pozo;;;eldiario.es/clm/Castilla-La-Mancha-Bruselas-Supremo-Hidrologico_0_879112368.html
Europa insta a Madrid a reducir el ozono troposférico a pesar de admitir progresos en la calidad del aire;news;18/03/2019;medio_ambiente;Marta Montojo;;;eldiario.es/sociedad/Aema_0_878762547.html
¿Será el verde el nuevo rojo?;opinion;17/03/2019;medio_ambiente;José Miguel Contreras;;;eldiario.es/zonacritica/verde-nuevo-rojo_6_878822115.html
El capitalismo está destruyendo la Tierra: necesitamos un nuevo derecho humano para las generaciones futuras;news;17/03/2019;medio_ambiente;George Monbiot;;;eldiario.es/theguardian/capitalismo-destruyendo-Tierra-necesitamos-generaciones_0_878062929.html
Jóvenes por el clima: la reacción de la especie;opinion;16/03/2019;medio_ambiente;José Luis Gallego;;;eldiario.es/zonacritica/Jovenes-clima-reaccion-especie_6_878122217.html
La sordera política contra la que claman los jóvenes del 15M verde hace que se aceleren los efectos del cambio climático;news;15/03/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/sordera-responsables-climaticos-verde_0_878062755.html
Miles de jóvenes marchan por las ciudades por la falta de compromiso político contra el cambio climático ;news;15/03/2019;medio_ambiente;Belén Remacha;;;eldiario.es/sociedad/jovenes-arrancan_0_878062303.html
"Los jóvenes recurren a la huelga antes de acudir a las marchas para defender su ""futuro"" amenazado por el cambio climático";news;15/03/2019;medio_ambiente;Marta Montojo;;;eldiario.es/sociedad/jovenes-huelga-marchas-cambio-climatico_0_877713238.html
Los incendios forestales registrados en el norte convierten este febrero en el segundo peor de la década ;news;14/03/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/incendios-forestales-febrero-quemado-decada_0_877712578.html
Ecología y ecologismo… ¿Cuál es cuál? ;opinion;14/03/2019;medio_ambiente;Paloma Nuche ,Fernando Valladares;Doctora en Ecología y responsable de la campaña de Costas de Greenpeace / Doctor en Ciencias Biológicas por la UCM;;eldiario.es/tribunaabierta/Ecologia-ecologismo_6_877772227.html
Acción por el clima: si buscas inspiración fíjate en los jóvenes por la calle, si buscas oportunidades mira al cielo;opinion;14/03/2019;medio_ambiente;Annie Petsonk;Consejera Internacional de Environmental Defense Fund;;eldiario.es/tribunaabierta/Accion-buscas-inspiracion-jovenes-oportunidades_6_877772232.html
Coca-Cola revela que genera tres millones de toneladas de plástico al año;news;14/03/2019;medio_ambiente;Sandra Laville;;;eldiario.es/theguardian/Coca-Cola-produce-millones-toneladas-plastico_0_877712947.html
"""El cambio climático nos roba el futuro a los jóvenes""";news;14/03/2019;medio_ambiente;Alejandro Ávila ;;;eldiario.es/andalucia/cambio-climatico-roba-futuro-jovenes_0_877362384.html
Las emisiones de gases contaminantes de vehículos se reducen un 38% en Madrid Central;news;14/03/2019;medio_ambiente;Clara Roca;;;eldiario.es/madrid/contaminacion-Madrid-Central-reduce_0_877712475.html
Guía práctica para el 15M verde: cómo se van a movilizar los jóvenes este viernes contra el cambio climático;news;13/03/2019;medio_ambiente;Belén Remacha;;;eldiario.es/sociedad/Guia-practica-Climatico_0_877362549.html
Estas son las concentraciones de estudiantes convocadas por el 15M climático en España;news;13/03/2019;medio_ambiente;eldiario.es ;;;eldiario.es/sociedad/MAPA-convocatorias-climatico_0_877362443.html
"""Hay nuevos liderazgos y conexión entre la lucha contra el patriarcado y contra el cambio climático""";news;13/03/2019;medio_ambiente;Andrés Gil;;Corresponsal en Bruselas;eldiario.es/internacional/ecologismo-feminismo-indican-camino_0_877012962.html
"La ONU alerta de una catástrofe ambiental en 2050: millones de muertes por contaminación y ""devastación"" en el Ártico";news;13/03/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/ONU-alerta-catastrofe-ambiental_0_877362829.html
¿Cómo evitar más de 400 muertes anuales por olas de calor en Alicante?;news;13/03/2019;medio_ambiente;Clemente Álvarez;;;eldiario.es/ballenablanca/365_dias/evitar-muertes-anuales-calor-Alicante_0_877362299.html
"La factura de la lucha contra el cambio climático: ""El mercado no nos cuenta la verdad del daño ecológico""";news;12/03/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Formulas-pinchar-economica-entorpece-climatico_0_877012982.html
Purificadores de aire, una moda poco beneficiosa;news;12/03/2019;medio_ambiente;Alastair Lewis;;Science Director at the National Centre for Atmospheric Science, University of York;eldiario.es/sociedad/Purificadores-aire-moda-beneficiosa_0_877012409.html
El aumento del metano en la atmósfera amenaza el cumplimiento del Acuerdo de París contra el cambio climático;news;11/03/2019;medio_ambiente;Teguayco Pinto;;;eldiario.es/sociedad/cambio_climatico-gases_de_efecto_invernadero-metano-ciencia_0_875612689.html
El veto de la derecha a la joven ecologista Greta Thunberg en la Eurocámara calienta las movilizaciones del clima del 15 de marzo;news;11/03/2019;medio_ambiente;Andrés Gil;;;eldiario.es/internacional/ecologista-Greta-Thunberg-Eurocamara-movilizaciones_0_876662918.html
Solo se han presentado 3.400 denuncias contra pozos ilegales en cinco años;news;11/03/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Gobierno-presentado-denuncias-pozos-ilegales_0_876662525.html
Los coches nos están matando y hay que erradicarlos;news;10/03/2019;medio_ambiente;George Monbiot;;;eldiario.es/theguardian/coches-matando-erradicarlos_0_875612601.html
La invasión de los osos polares, ratones que se extinguen y otras historias del cambio climático;news;08/03/2019;medio_ambiente;Francisco de Zárate;;;eldiario.es/internacional/invasion-polares-extinguieron-historias-climatico_0_873163385.html
"""Nombrarme contrarrestaría 40 años de Consejo de Seguridad con miembros a favor de la energía nuclear""";news;07/03/2019;medio_ambiente;Teguayco Pinto;;;eldiario.es/sociedad/CSN-seguridad_nuclear-ATC_0_875263115.html
"Los jueces obligan a publicar los estudios sobre el glifosato que Europa declaró secretos para preservar los ""intereses comerciales""";news;07/03/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/publicar-estudios-Europa-glifosato-cancerigeno_0_875262568.html
"El Gobierno ve ""interesante"" la idea de crear un impuesto ecológico a la aviación comercial en la UE";news;05/03/2019;medio_ambiente;Andrés Gil;;Corresponsal en Bruselas;eldiario.es/economia/Gobierno-interesante-impuesto-ecologico-aviacion_0_874563062.html
Una carta contra la contaminación de alumnos de cinco años de un colegio madrileño da la vuelta al mundo y recibe la respuesta de Sánchez y Macron;news;05/03/2019;medio_ambiente;Clara Roca;;;eldiario.es/madrid/climatico-Macron-responde-pidiendole-ambientales_0_874562782.html
Cemento: el material más destructivo de la Tierra;news;04/03/2019;medio_ambiente;Jonathan Watts;;;eldiario.es/theguardian/Cemento-material-destructivo-Tierra_0_872463647.html
¿Es el cambio climático responsable de la primavera adelantada que estamos viviendo?;news;04/03/2019;medio_ambiente;Fernando Valladares;;CSIC;eldiario.es/sociedad/Primavera-adelantada-bloqueo-meteorologico-climatico_0_874212628.html
La falta de lluvias hace que el agua acumulada en lo que va de año apenas sea la mitad de la media histórica;news;03/03/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/llueve_0_873162776.html
El campo es la medicina de nuestro tiempo;opinion;02/03/2019;medio_ambiente;Ángeles Santos,Blanca Ruibal ;Ganadera y presidenta de Plataforma Rural / Coordinadora de Amigos de la Tierra;;eldiario.es/tribunaabierta/campo-medicina-tiempo_6_873222690.html
"Los jóvenes se movilizan en España contra el cambio climático: ""Sin planeta, nosotros no tenemos futuro""";news;01/03/2019;medio_ambiente;Belén Remacha;;;eldiario.es/sociedad/Jovenes-ambientalistas-madrid-congreso_0_873163191.html
Los jóvenes ambientalistas españoles salen a la calle contra el calentamiento global;news;28/02/2019;medio_ambiente;Marta Montojo;;;eldiario.es/sociedad/jovenes-ambientalistas-salen-cambio-climatico_0_872812956.html
El cambio climático reduce hasta un 15% los caladeros de pesca españoles al calentar el agua del mar;news;28/02/2019;medio_ambiente;Teguayco Pinto;;;eldiario.es/sociedad/pesca-sobreexplotacion-cambio_climatico-ciencia_0_872813279.html
Móviles, baterías y cargadores: ¿qué materiales pueden reciclarse y quién se encarga?;news;28/02/2019;medio_ambiente;José Vicente López;;Investigador en el Departamento de Ingeniería y Gestión Forestal y Ambiental, Universidad Politécnica de Madrid;eldiario.es/tecnologia/Moviles-baterias-cargadores-materiales-reciclarse_0_872462977.html
El fuego eterno de Cantabria: las llamas como elemento de gestión del monte;news;27/02/2019;medio_ambiente;Pedro Merino Múgica;;;eldiario.es/norte/cantabria/sociedad/fuego-eterno-Cantabria_0_872462995.html
Denuncian vertidos de material radioactivo durante el desmantelamiento de Garoña;news;27/02/2019;medio_ambiente;eldiarionorte.es ;;;eldiario.es/norte/euskadi/Consejo_de_Seguridad_Nuclear_0_872463291.html
“Dicen que exageramos, pero si hemos perdido el 80% de los insectos, la palabra es 'catastrófico'”;news;26/02/2019;medio_ambiente;Clemente Álvarez;;;eldiario.es/ballenablanca/biodiversidad/Dicen-exageramos-perdido-insectos-catastrofico_0_872113231.html
El movimiento Greta Thunberg se expande por España para exigir a los políticos que frenen el cambio climático;news;25/02/2019;medio_ambiente;Marta Montojo;;;eldiario.es/sociedad/Nace-movimiento-juvenil-estudiantil-Madrid_0_871763608.html
¿Qué ocurriría en la naturaleza si desaparecieran los insectos?;news;25/02/2019;medio_ambiente;Stuart Reynolds;;Emeritus Professor of Biology, University of Bath;eldiario.es/sociedad/ocurriria-naturaleza-desaparecieran-insectos_0_871762959.html
"Los ecologistas oscilan entre una satisfacción moderada y la crítica por ""falta de ambición"" del plan climático del Gobierno";news;22/02/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/ecologistas-satisfaccion-falta-ambicion_0_870713708.html
"""En Europa hay 280 ciudades con zonas de restricción al tráfico; en España, una""";news;22/02/2019;medio_ambiente;Sara Acosta;;;eldiario.es/ballenablanca/transicion_energetica/ciudades-Europa-restriccion-trafico-Espana_0_870713415.html
El Gobierno pronostica que su plan contra el cambio climático abaratará la luz ;news;22/02/2019;medio_ambiente;Antonio M. Vélez,Raúl Rejón;;;eldiario.es/sociedad/ley-cambio-climatico_0_870713111.html
Los impuestos de defensa ambiental en España suponen aún la mitad de lo comprometido con la Unión Europea ;news;21/02/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/Espana-recaudar-impuestos-ambientales-ambiental_0_869663228.html
"Greta Thunberg, la activista ecologista de 16 años que se planta ante la UE: ""Hemos empezado a limpiar su estropicio y no pararemos hasta acabar""";news;21/02/2019;medio_ambiente;Andrés Gil;;Corresponsal en Bruselas;eldiario.es/sociedad/Greta-Thunberg-ecologista-UE-estropicio_0_870363823.html
El Gobierno calcula que el Plan de Energía y Clima generará 300.000 nuevos empleos en la próxima década;news;20/02/2019;medio_ambiente;Raúl Rejón,Antonio M. Vélez;;;eldiario.es/sociedad/Plan-energia_0_870013387.html
Ni psicópatas ni terroristas: incendios como los de Cantabria buscan pasto para ganado (y dinero);news;19/02/2019;medio_ambiente;Raúl Rejón;;;eldiario.es/sociedad/psicopatas-terroristas-produccion-forestales-Cantabria_0_869663878.html
El consumo de madera para viviendas o calefacción genera enfrentamientos en Uganda entre refugiados y población local;news;19/02/2019;medio_ambiente;Samuel Okiror;;Kampala;eldiario.es/desalambre/refugiados-Uganda-generando-conflicto-poblacion_0_869663736.html
La UE acuerda imponer límites a la contaminación de los camiones por primera vez;news;19/02/2019;medio_ambiente;Andrés Gil;;Corresponsal en Bruselas;eldiario.es/sociedad/UE-acuerda-imponer-contaminacion-camiones_0_869663257.html
Comisionado para el cambio climático en Madrid: cuatro directores en dos años en un puesto de 93.000 euros y sin personal;news;16/02/2019;medio_ambiente;Sofía Pérez Mendoza;;;eldiario.es/madrid/oficina-cambio-climatico-Madrid-encadena_0_867563980.html
La pugna entre la conservación y la explotación medioambiental desata la polémica en el Parque Natural del Penyagolosa;news;15/02/2019;medio_ambiente;Borja Ramírez ;;;eldiario.es/cv/castellon/conservacion-medioambiental-Parque-Nacional-Penyagolosa_0_867913419.html
